name,fname,lname,email,phone,position,address,city,country,linkedin,activity
Heba LABKHIKA,Heba,LABKHIKA,,,Gerant,,,Morocco,,"Networking & Infrastructure | Media, Marketing & Advertising Tech | Future Mobility & Transportation | Blockchain"
Kamal EDDAOUDI,Kamal,EDDAOUDI,,,GERANT,,,Morocco,,Incubator/Accelerator/Investment | Unmanned Aerial Vehicles | Technology | Sustainability & Green Climate - Tech | Smart Manufacturing | Smart Cities | Retail Tech | Regulatory Technology | PropTech | Networking & Infrastructure | Mobile Accessories & Peripherals
Chagraoui Abdellah,Chagraoui,Abdellah,,,Gerant,,,Morocco,,Incubator/Accelerator/Investment | Technology | Retail Tech | Regulatory Technology | Quantum & High Performance Computing
Youssef Yaqine,Youssef,Yaqine,,,Gerant,,,Morocco,,Incubator/Accelerator/Investment | Unmanned Aerial Vehicles | Technology | Sustainability & Green Climate - Tech
Yassine Tahri,Yassine,Tahri,,,Co gerant,,,Morocco,,Technology | Software Services | Networking & Infrastructure | Digital Finance | Cyber security
Rachid ISMAILI ALAOUI,Rachid,ISMAILI ALAOUI,,,GERANT,,,Morocco,,Incubator/Accelerator/Investment | Technology | Sustainability & Green Climate - Tech | Smart Cities | Retail Tech
Noureddine NAHRI,Noureddine,NAHRI,,,GERANT,,,Morocco,,Technology | Energy Tech | Ecommerce | 3D Printing & Printing Services
Houssam Eddine Jalloul,Houssam,Eddine Jalloul,,,Ingenieur infrastructure,,,Morocco,,Data Centres | Cyber security | Artificial Intelligence
Taha Sefiani,Taha,Sefiani,,,Co gerant,,,Morocco,,Technology | Software Services | Retail Tech | Regulatory Technology | Networking & Infrastructure | Mobile Accessories & Peripherals | Education Tech | Data Centres | Cyber security | Cloud Services | Blockchain | Big Data & Analytics | Artificial Intelligence
Nada EL OUAFI,Nada,EL OUAFI,,,Service Delivery Management Specialist,,,Morocco,,Technology | Software Services | Cloud Services | Big Data & Analytics
Yassir Lahbil,Yassir,Lahbil,,,Gerant,,,Morocco,,Technology | Smart Manufacturing | Networking & Infrastructure | Data Centres | Cloud Services | Blockchain | 5G & Telecommunications
Mohsin senhaji,Mohsin,senhaji,,,Gerant,,,Morocco,,Technology | Retail Tech | Networking & Infrastructure | 3D Printing & Printing Services
Iabdallaten Abdelaziz,Iabdallaten,Abdelaziz,,,Gerant,,,Morocco,,"Technology | Software Services | Retail Tech | Regulatory Technology | Media, Marketing & Advertising Tech | HealthTech | Gaming | Artificial Intelligence"
Khalid YAJOUD,Khalid,YAJOUD,,,General Manager,,,Morocco,,Technology | Future Mobility & Transportation | Ecommerce | Cloud Services
Khaliqi Yassine,Khaliqi,Yassine,,,Commerce,,,Morocco,,Unmanned Aerial Vehicles | Technology | Sustainability & Green Climate - Tech | Space Tech | Software Services | Smart Manufacturing | Smart Cities
Jaouad Fernane,Jaouad,Fernane,,,Gerant,,,Morocco,,"Technology | Retail Tech | Mobile Accessories & Peripherals | AR/VR/MR & Gaming | Media, Marketing & Advertising Tech | Gaming | Future Mobility & Transportation | Ecommerce | Digital Finance | Creative Economy | Consumer Tech, Smart Home & Smart Workplace"
Yassine AZNAG,Yassine,AZNAG,,,gerant,,,Morocco,,Cloud Services | Big Data & Analytics | Artificial Intelligence
Davy Boungou Mabika,Davy,Boungou Mabika,,,Gerant,,,Morocco,,Incubator/Accelerator/Investment | Technology | Sustainability & Green Climate - Tech | Software Services
Mourad GHEZZAR,Mourad,GHEZZAR,,,Gerant,,,Morocco,,Technology | Space Tech | Ecommerce
Houssam Mnasfa,Houssam,Mnasfa,,,Monitoring Agent,,,Morocco,,Technology | Software Services | Networking & Infrastructure
Reda AGHRBI,Reda,AGHRBI,,,Gerant,,,Morocco,,"Technology | Smart Cities | Media, Marketing & Advertising Tech"
Mofid Bennour,Mofid,Bennour,,,Gerant,,,Morocco,,Technology | Cloud Services | Big Data & Analytics | Artificial Intelligence
Omar boushaba,Omar,boushaba,,,GERANT,,,Morocco,,"Internet of Things (IOT) | Consumer Tech, Smart Home & Smart Workplace | Artificial Intelligence"
Toufiq Fahid,Toufiq,Fahid,,,Gerant,,,Morocco,,Incubator/Accelerator/Investment | Technology | Smart Manufacturing | Smart Cities | PropTech | Networking & Infrastructure | Mobile Accessories & Peripherals | Ecommerce | Digital Finance
Abdelilah JAMOUHI,Abdelilah,JAMOUHI,,,Gerant,,,Morocco,,Technology | Space Tech | Software Services | Retail Tech | PropTech | Networking & Infrastructure | Internet of Things (IOT) | Cloud Services | 5G & Telecommunications
Abdeljalil Bahraoui,Abdeljalil,Bahraoui,,,Gerant,,,Morocco,,Technology | Software Services | Smart Manufacturing | Smart Cities | Regulatory Technology | PropTech | Networking & Infrastructure | Cyber security
Younes Chaik,Younes,Chaik,,,Gerant,,,Morocco,,Technology | Space Tech | Software Services | Smart Manufacturing | Smart Cities | Retail Tech | Regulatory Technology | Quantum & High Performance Computing | PropTech | Networking & Infrastructure
Bulat Kashfutdinov,Bulat,Kashfutdinov,,,gerant,,,Morocco,,Incubator/Accelerator/Investment | Technology | Software Services | Internet of Things (IOT) | Artificial Intelligence | AgriTech & FoodTech | 3D Printing & Printing Services
Hamid Essaadaoui,Hamid,Essaadaoui,,,Gerant,,,Morocco,,Technology | Space Tech | Software Services | Energy Tech | Data Centres | Cyber security | Cloud Services | Big Data & Analytics | 5G & Telecommunications
Abdelkarim Dada,Abdelkarim,Dada,,,Gerant,,,Morocco,,Technology | Software Services | Regulatory Technology | Data Centres | Cyber security | 5G & Telecommunications
Boutaina Baroudi,Boutaina,Baroudi,,,Cloud computing,,,Morocco,,"Incubator/Accelerator/Investment | Unmanned Aerial Vehicles | Technology | Sustainability & Green Climate - Tech | Space Tech | Software Services | Smart Manufacturing | Smart Cities | Retail Tech | Regulatory Technology | Quantum & High Performance Computing | PropTech | Networking & Infrastructure | Mobile Accessories & Peripherals | AR/VR/MR & Gaming | Media, Marketing & Advertising Tech | Internet of Things (IOT) | HealthTech | Gaming | Future Mobility & Transportation | Energy Tech | Education Tech | Ecommerce | Digital Finance | Data Centres | Cyber security | Creative Economy | Consumer Tech, Smart Home & Smart Workplace | Cloud Services | Blockchain | Big Data & Analytics | Artificial Intelligence | AgriTech & FoodTech | 5G & Telecommunications | 3D Printing & Printing Services"
Fatima Ezzahra Mouhsine,Fatima,Ezzahra Mouhsine,,,Engineering,,,Morocco,,"Incubator/Accelerator/Investment | Unmanned Aerial Vehicles | Technology | Sustainability & Green Climate - Tech | Space Tech | Software Services | Smart Manufacturing | Smart Cities | Retail Tech | Regulatory Technology | Quantum & High Performance Computing | PropTech | Networking & Infrastructure | Mobile Accessories & Peripherals | AR/VR/MR & Gaming | Media, Marketing & Advertising Tech | Internet of Things (IOT) | HealthTech | Gaming | Future Mobility & Transportation | Energy Tech | Education Tech | Ecommerce | Digital Finance | Data Centres | Cyber security | Creative Economy | Consumer Tech, Smart Home & Smart Workplace | Cloud Services | Blockchain | Big Data & Analytics | Artificial Intelligence | AgriTech & FoodTech | 5G & Telecommunications | 3D Printing & Printing Services"
Mohamed Hamman,Mohamed,Hamman,,,gerant,,,Morocco,,Technology | Smart Cities | Networking & Infrastructure
El Behja MOHAMED,El,Behja MOHAMED,,,Gerant,,,Morocco,,Technology | Software Services | Smart Manufacturing
Mohammed Belkihel,Mohammed,Belkihel,,,Gerant,,,Morocco,,Technology | Smart Cities | Retail Tech | 3D Printing & Printing Services
Moncef el kanit,Moncef,el kanit,,,Gerant,,,Morocco,,"Smart Manufacturing | Internet of Things (IOT) | Consumer Tech, Smart Home & Smart Workplace"
Rachid BENKIRANE,Rachid,BENKIRANE,,,Gerant,,,Morocco,,"Technology | Retail Tech | Consumer Tech, Smart Home & Smart Workplace"
Mokhtar Loudiy,Mokhtar,Loudiy,,,Gerant,,,Morocco,,Technology | Big Data & Analytics | Artificial Intelligence | AgriTech & FoodTech
Ems INFO,Ems,INFO,,,GERANT,,,Morocco,,"Technology | Space Tech | Consumer Tech, Smart Home & Smart Workplace"
Otmane Bennour,Otmane,Bennour,,,Gerant,,,Morocco,,Technology | Big Data & Analytics | Artificial Intelligence
Omar mennani,Omar,mennani,,,gerant,,,Morocco,,Technology | Software Services | Smart Cities | Regulatory Technology
Zakaria el bard,Zakaria,el bard,,,gerant,,,Morocco,,"Technology | Media, Marketing & Advertising Tech | Cyber security"
Abdelhak FARHAT,Abdelhak,FARHAT,,,Gerant,,,Morocco,,Technology | Software Services | Artificial Intelligence
Mohammed CHEBLI,Mohammed,CHEBLI,,,Gerant,,,Morocco,,"Technology | Software Services | Media, Marketing & Advertising Tech"
Hamza OUABIL,Hamza,OUABIL,,,GERANT,,,Morocco,,Software Services | Smart Manufacturing | Regulatory Technology
Najib Lmati,Najib,Lmati,,,Gerant,,,Morocco,,Incubator/Accelerator/Investment | Technology | AgriTech & FoodTech
Youssef ELGHERNOUGUI,Youssef,ELGHERNOUGUI,,,GERANT,,,Morocco,,Technology | Space Tech | Cyber security
Mohamed ELOUARDY,Mohamed,ELOUARDY,,,GERANT,,,Morocco,,Technology | Software Services | Education Tech | Big Data & Analytics
El Houcine Hssini,El,Houcine Hssini,,,Gerant,,,Morocco,,Incubator/Accelerator/Investment | Technology | Software Services
Abdelhamid el moslih,Abdelhamid,el moslih,,,GERANT,,,Morocco,,Technology | Networking & Infrastructure | Cyber security
Rachid OUBOURIGUE,Rachid,OUBOURIGUE,,,GERANT,,,Morocco,,Technology | Space Tech | Software Services | Data Centres | Cyber security | Cloud Services | Big Data & Analytics | Artificial Intelligence | 3D Printing & Printing Services
Mohammed BENISSE,Mohammed,BENISSE,,,GERANT,,,Morocco,,Technology | Space Tech | Networking & Infrastructure
Zakaria Hemche,Zakaria,Hemche,,,gerant,,,Morocco,,"Technology | Space Tech | Software Services | Networking & Infrastructure | Mobile Accessories & Peripherals | Media, Marketing & Advertising Tech | Ecommerce | Data Centres | Cyber security"
Mohamed SAADALLAH,Mohamed,SAADALLAH,,,Gerant,,,Morocco,,Technology | Networking & Infrastructure | Internet of Things (IOT)
Bounihi Mohammed,Bounihi,Mohammed,,,Gerant,,,Morocco,,"Technology | Space Tech | Software Services | Media, Marketing & Advertising Tech | Gaming | Ecommerce"
Abdelhak CHELQI,Abdelhak,CHELQI,,,GERANT,,,Morocco,,Technology | Space Tech | Networking & Infrastructure
Sarah Taarabt,Sarah,Taarabt,,,Gerante,,,Morocco,,"Technology | Space Tech | AR/VR/MR & Gaming | Media, Marketing & Advertising Tech"
Ali bouhamel,Ali,bouhamel,,,gerante,,,Morocco,,Incubator/Accelerator/Investment | Sustainability & Green Climate - Tech | Smart Cities | PropTech
Hicham Lemrani,Hicham,Lemrani,,,Grrant,,,Morocco,,"Incubator/Accelerator/Investment | Unmanned Aerial Vehicles | Technology | Sustainability & Green Climate - Tech | Space Tech | Software Services | Smart Manufacturing | Smart Cities | Quantum & High Performance Computing | Media, Marketing & Advertising Tech | Internet of Things (IOT) | HealthTech | Gaming | Energy Tech | Digital Finance | Cyber security | Consumer Tech, Smart Home & Smart Workplace | Cloud Services | Big Data & Analytics | Artificial Intelligence"
Kamal BOUGAJDI,Kamal,BOUGAJDI,,,Commercial Agent,,,Morocco,,Technology | Space Tech | Software Services | PropTech | Mobile Accessories & Peripherals | Energy Tech
Sanaa abicha,Sanaa,abicha,,,gerante,,,Morocco,,Technology | Space Tech | Software Services | Smart Manufacturing | Data Centres | Cyber security | 5G & Telecommunications
Rania Sirat,Rania,Sirat,,,Data engineer,,,Morocco,,"Space Tech | Software Services | Smart Cities | Internet of Things (IOT) | Data Centres | Cyber security | Consumer Tech, Smart Home & Smart Workplace | Cloud Services | Big Data & Analytics | Artificial Intelligence"
Abdellatif Louriki,Abdellatif,Louriki,,,Gerant,,,Morocco,,Technology | Software Services | Quantum & High Performance Computing | Networking & Infrastructure | Energy Tech | Cyber security | Cloud Services | Big Data & Analytics | Artificial Intelligence | 3D Printing & Printing Services
Youssef Msabeh,Youssef,Msabeh,,,Gestion,,,Morocco,,"Technology | Space Tech | Media, Marketing & Advertising Tech | Ecommerce | 5G & Telecommunications | 3D Printing & Printing Services"
Sara bouhsine,Sara,bouhsine,,,Gerante,,,Morocco,,Technology | Space Tech | Software Services
Faysal CHraibi,Faysal,CHraibi,,,GERANT,,,Morocco,,Technology | Software Services | Smart Cities | Networking & Infrastructure | Artificial Intelligence
Khalid El Fassi,Khalid,El Fassi,,,Gerant,,,Morocco,,Technology | Space Tech | Software Services
Abdellah TAGHROUT,Abdellah,TAGHROUT,,,Gerant,,,Morocco,,Incubator/Accelerator/Investment | Unmanned Aerial Vehicles | Technology | Space Tech | Software Services | Smart Manufacturing | Retail Tech | Regulatory Technology | PropTech | Networking & Infrastructure | Mobile Accessories & Peripherals | AR/VR/MR & Gaming
Noufel Krouli,Noufel,Krouli,,,GERANT,,,Morocco,,Technology | Space Tech | Software Services
Abdelilah KARAKHI,Abdelilah,KARAKHI,,,GERANT,,,Morocco,,Technology | Retail Tech | PropTech
Wadie El Rhazfouri,Wadie,El Rhazfouri,,,gerant,,,Morocco,,Technology | Retail Tech | Networking & Infrastructure
Mohamed Souraoui,Mohamed,Souraoui,,,Gerant,,,Morocco,,Technology | Software Services | Retail Tech | Energy Tech | Artificial Intelligence
Anouar Aliane,Anouar,Aliane,,,Gerant,,,Morocco,,Retail Tech | Quantum & High Performance Computing | Cyber security | 5G & Telecommunications
Mustapha Gaougaou,Mustapha,Gaougaou,,,Gerant,,,Morocco,,"Incubator/Accelerator/Investment | Unmanned Aerial Vehicles | Technology | Sustainability & Green Climate - Tech | Space Tech | Software Services | Smart Manufacturing | Smart Cities | Retail Tech | Regulatory Technology | Quantum & High Performance Computing | PropTech | Networking & Infrastructure | Mobile Accessories & Peripherals | AR/VR/MR & Gaming | Media, Marketing & Advertising Tech | Internet of Things (IOT) | HealthTech | Gaming | Future Mobility & Transportation | Energy Tech | Education Tech | Ecommerce | Digital Finance | Data Centres | Cyber security | Creative Economy | Consumer Tech, Smart Home & Smart Workplace | Cloud Services | Blockchain | Big Data & Analytics | Artificial Intelligence | AgriTech & FoodTech | 5G & Telecommunications | 3D Printing & Printing Services"
Essaid Ghabrani,Essaid,Ghabrani,,,GERANT,,,Morocco,,Technology | Space Tech | Software Services
Mustapha AIT TALEB,Mustapha,AIT TALEB,,,GERANT,,,Morocco,,Technology | Networking & Infrastructure | 3D Printing & Printing Services
Lakhssassi Mohammed,Lakhssassi,Mohammed,,,Gerant,,,Morocco,,Incubator/Accelerator/Investment | Unmanned Aerial Vehicles | Technology | Sustainability & Green Climate - Tech
Ismail acha,Ismail,acha,,,Gerant,,,Morocco,,"Incubator/Accelerator/Investment | Technology | Space Tech | Cyber security | Consumer Tech, Smart Home & Smart Workplace | Cloud Services | Big Data & Analytics | Artificial Intelligence"
Mouncef Lakhssassi,Mouncef,Lakhssassi,,,Gerant,,,Morocco,,"Ecommerce | Consumer Tech, Smart Home & Smart Workplace | Cloud Services | Blockchain | Artificial Intelligence | 5G & Telecommunications | 3D Printing & Printing Services"
Samir El Rhazfouri,Samir,El Rhazfouri,,,gerant,,,Morocco,,Technology | Software Services | Networking & Infrastructure | Ecommerce | Artificial Intelligence | 3D Printing & Printing Services
Anouar HABIBI,Anouar,HABIBI,,,Gerant,,,Morocco,,Technology | Sustainability & Green Climate - Tech | Software Services
Yahia el abdi,Yahia,el abdi,,,gerant,,,Morocco,,Incubator/Accelerator/Investment | Technology | Space Tech
Imad wahab,Imad,wahab,,,Gerant,,,Morocco,,Technology | Sustainability & Green Climate - Tech | Energy Tech
Kamal Benaouda,Kamal,Benaouda,,,Gerant,,,Morocco,,Technology | Networking & Infrastructure | Mobile Accessories & Peripherals
Mhammed El Mokhtar Benboubker,Mhammed,El Mokhtar Benboubker,,,Gerant,,,Morocco,,"Technology | Software Services | Retail Tech | Mobile Accessories & Peripherals | Media, Marketing & Advertising Tech | Gaming | Energy Tech | Consumer Tech, Smart Home & Smart Workplace | 3D Printing & Printing Services"
